classname;" ""numberOfBugs""";" ""CvsEntropy"" ";" ""CvsWEntropy"" ";" ""CvsLinEntropy"" ";" ""CvsLogEntropy"" ";" ""CvsExpEntropy"""
org::eclipse::pde::internal::ui::editor::cheatsheet::simple::details::SimpleCSHelpDetails;0;144.326; 0.111827 ; 0.0419836 ; 0.40471 ; 0.064944
org::eclipse::pde::internal::ui::util::PDELabelUtility;0;524.311; 0.0390742 ; 0.0209286 ; 0.161915 ; 0.0495053
org::eclipse::pde::internal::ui::editor::plugin::ExtensionPointsSection;0;282.413; 0.204454 ; 0.0909502 ; 0.790734 ; 0.177829
org::eclipse::pde::internal::ui::templates::rcp::IntroNewWizard;0;315.995; 0.00392758 ; 0.0128029 ; 0.0981234 ; 0.0309004
org::eclipse::pde::internal::core::text::plugin::FragmentModel;0;330.831; 0.00553901 ; 0.0116346 ; 0.0962807 ; 0.0310383
org::eclipse::pde::internal::core::text::build::BuildModelFactory;0;623.261; 0.00500173 ; 0.0160295 ; 0.165937 ; 0.0314611
org::eclipse::pde::internal::ui::wizards::site::OpenProjectWizardAction;0;116.303; 0.00767074 ; 0.0224593 ; 0.286605 ; 0.0345353
org::eclipse::pde::internal::core::target::ImplicitDependenciesInfo;0;319.695; 0.00244588 ; 0.0118187 ; 0.0949903 ; 0.0312002
org::eclipse::pde::internal::core::TargetPDERegistryStrategy;0;318.671; 0.00783643 ; 0.0147472 ; 0.103454 ; 0.0409306
org::eclipse::ui::internal::views::log::ImportLogAction;0;309.661; 0.0187566 ; 0.0223085 ; 0.117516 ; 0.0842216
org::eclipse::pde::internal::core::builders::ExtensionPointSchemaBuilder;1;100.211; 0.0636759 ; 0.0267333 ; 0.272807 ; 0.0415266
org::eclipse::pde::internal::core::ant::PluginExportTask;0;899.489; 0.00674961 ; 0.025235 ; 0.248592 ; 0.0412069
org::eclipse::pde::internal::ui::wizards::toc::TocHTMLWizardPage;0;31.764; 0.00190165 ; 0.0152252 ; 0.104249 ; 0.0439061
org::eclipse::pde::internal::ui::editor::text::JavaHyperlink;0;290.397; 0.0094151 ; 0.0120073 ; 0.0895433 ; 0.0342557
org::eclipse::pde::internal::ui::editor::plugin::GeneralInfoSection;0;191.818; 0.133105 ; 0.0429176 ; 0.495106 ; 0.0591037
org::eclipse::pde::internal::core::bundle::BundleFragment;0;136.031; 0.017011 ; 0.029218 ; 0.347253 ; 0.039576
org::eclipse::pde::internal::ui::wizards::ListUtil;0;116.447; 0.0187286 ; 0.0291366 ; 0.31008 ; 0.0451614
org::eclipse::pde::internal::ui::launcher::EclipsePluginValidationOperation;0;614.016; 0.04396 ; 0.0220006 ; 0.183033 ; 0.0463234
org::eclipse::pde::internal::core::schema::DocumentSection;0;908.573; 0.0128166 ; 0.0333749 ; 0.264973 ; 0.0924546
org::eclipse::pde::internal::ui::templates::ide::ViewTemplate;0;595.086; 0.0550862 ; 0.0611209 ;405.042; 0.0919543
org::eclipse::pde::internal::ui::util::PluginAdapter;0;176.682;2.00E+01; 0.0100966 ; 0.0617154 ; 0.0339284
org::eclipse::pde::internal::ui::wizards::site::NewSiteProjectCreationPage;0;121.236; 0.0117119 ; 0.0264942 ; 0.308463 ; 0.0445085
org::eclipse::pde::internal::ui::editor::target::TargetErrorDialog;0;4.582; 0.0208912 ; 0.0287682 ; 0.16105 ; 0.100165
org::eclipse::pde::internal::ui::editor::plugin::FormFilteredTree;3;141.196; 0.0609557 ; 0.0615506 ; 0.439291 ; 0.140143
org::eclipse::pde::internal::core::ClasspathComputer;0;449.111; 0.283954 ; 0.0106319 ; 0.114846 ; 0.0246831
org::eclipse::pde::internal::ui::preferences::SyntaxColorTab;1;824.327; 0.0930371 ; 0.0237354 ; 0.228435 ; 0.0437079
org::eclipse::pde::internal::ui::correction::OrganizeImportPackageResolution;0;533.086; 0.00302852 ; 0.0154462 ; 0.146586 ; 0.0344382
org::eclipse::pde::internal::runtime::registry::RegistryFilteredTree;2;40.222; 0.00911618 ; 0.021448 ; 0.137003 ; 0.0679933
org::eclipse::pde::internal::ui::editor::validation::TextValidator;0;176.682;6.73E+01; 0.0100966 ; 0.0617154 ; 0.0339284
org::eclipse::pde::ui::templates::StringOption;0;937.455; 0.012883 ; 0.0245399 ; 0.251853 ; 0.0434527
org::eclipse::pde::internal::ui::wizards::imports::ExternalPluginLibrariesFilter;0;301.668;2.19E+01; 0.0141977 ; 0.0982896 ; 0.0404884
org::eclipse::pde::internal::ui::elements::TreeContentProvider;0;641.569; 0.00405789 ; 0.0163241 ; 0.169334 ; 0.0343568
org::eclipse::pde::internal::ui::editor::plugin::BundleFoldingStructureProvider;0;408.622; 0.0540146 ; 0.0139289 ; 0.118241 ; 0.034534
org::eclipse::pde::internal::ui::refactoring::RenameExtensionPointProcessor;0;305.459; 0.00710211 ; 0.0158218 ; 0.103073 ; 0.0489416
org::eclipse::pde::internal::core::text::bundle::RequireBundleHeader;0;536.088; 0.0268943 ; 0.0176093 ; 0.153661 ; 0.0410516
org::eclipse::pde::internal::ui::editor::text::XMLTagScanner;0;106.649; 0.0243854 ; 0.0343736 ; 0.299704 ; 0.0876613
org::eclipse::pde::internal::ui::launcher::PDELogFileProvider;0;253.244; 0.00589911 ; 0.0421089 ; 0.14333 ; 0.118851
org::eclipse::pde::internal::core::plugin::PluginExtension;0;149.163; 0.085654 ; 0.0404842 ; 0.405823 ; 0.071277
org::eclipse::pde::internal::ui::wizards::feature::FeatureData;0;617.907; 0.00628248 ; 0.0160379 ; 0.163964 ; 0.0343617
org::eclipse::pde::internal::ui::editor::contentassist::display::InfoControlTextPresenter;0;271.813; 0.0136228 ; 0.0166509 ; 0.0972656 ; 0.0585437
org::eclipse::pde::internal::ui::editor::PDEFormEditor;0;292.299; 0.169126 ; 0.0696654 ; 0.769653 ; 0.0959185
org::eclipse::pde::internal::core::FeatureTable;0;345.817; 0.00247476 ; 0.0114173 ; 0.0979672 ; 0.0309691
org::eclipse::pde::internal::ui::wizards::product::ProductFromExtensionOperation;0;139.802; 0.0152014 ; 0.0326437 ; 0.365025 ; 0.0468874
org::eclipse::pde::internal::ui::correction::RemoveStaticProjectReferences;0;58.987; 0.0184303 ; 0.0161187 ; 0.159399 ; 0.0344423
org::eclipse::pde::internal::ui::parts::WizardCheckboxTablePart;0;133.046; 0.0122304 ; 0.0309848 ; 0.346805 ; 0.0459823
org::eclipse::pde::internal::ui::editor::product::AboutSection;0;200.741; 0.0906165 ; 0.0445425 ; 0.516704 ; 0.0618206
org::eclipse::pde::internal::ui::correction::java::JavaResolutionFactory;0;0;0;0;0;0
org::eclipse::pde::internal::ui::editor::schema::SchemaOtherAttributeDetails;0;0;0;0;0;0
org::eclipse::pde::internal::ui::refactoring::FileMoveParticipant;0;297.312; 0.00267786 ; 0.0125834 ; 0.09279 ; 0.0349721
org::eclipse::pde::internal::ui::editor::FoldingStructureProviderFactory;0;542.019; 0.0274912 ; 0.0184547 ; 0.157662 ; 0.0422731
org::eclipse::pde::internal::ui::editor::feature::FeatureSpecSection;0;150.525; 0.105636 ; 0.032332 ; 0.38367 ; 0.044481
org::eclipse::pde::internal::ui::nls::ModelChangeLabelProvider;0;376.631; 0.016594 ; 0.0126621 ; 0.107617 ; 0.0340197
org::eclipse::pde::internal::ui::editor::text::PDEMarkerAnnotationModel;0;318.664;5.31E+01; 0.0122967 ; 0.0957854 ; 0.0341758
org::eclipse::pde::internal::ui::wizards::cheatsheet::CSFileWizardPage;0;704.931; 0.0170527 ; 0.0242665 ; 0.2076 ; 0.0484237
org::eclipse::pde::internal::ui::editor::toc::TocBlock;0;64.348; 0.0501229 ; 0.0420675 ; 0.232775 ; 0.142203
org::eclipse::pde::internal::ui::editor::plugin::rows::ExtensionAttributeRow;0;156.337; 0.0617726 ; 0.0365949 ; 0.409811 ; 0.0485056
org::eclipse::pde::internal::core::exports::FeatureBasedExportOperation;3;577.294; 0.00454954 ; 0.0192827 ; 0.167957 ; 0.0393903
org::eclipse::pde::internal::ui::wizards::product::ProductDefinitonWizardPage;1;194.171; 0.06572 ; 0.0434037 ; 0.500895 ; 0.0597239
org::eclipse::pde::internal::ui::wizards::tools::OrganizeManifestsProcessor;0;40.521; 0.0188277 ; 0.0211768 ; 0.136686 ; 0.0662827
org::eclipse::pde::internal::ui::editor::plugin::PluginExportAction;0;705.038; 0.00270547 ; 0.0172857 ; 0.184482 ; 0.0344522
org::eclipse::pde::internal::ui::elements::DefaultTableProvider;0;74.204; 0.00375206 ; 0.017787 ; 0.193055 ; 0.0345158
org::eclipse::pde::internal::ui::editor::product::OverviewPage;1;223.051; 0.103651 ; 0.0466101 ; 0.565657 ; 0.0577716
org::eclipse::pde::internal::ui::editor::site::FeatureDetailsSection;0;103.221; 0.017749 ; 0.0245946 ; 0.269015 ; 0.0426566
org::eclipse::pde::internal::ui::parts::TreeMessageDialog;0;318.664; 0.00230757 ; 0.0122967 ; 0.0957854 ; 0.0341758
org::eclipse::pde::internal::ui::editor::contentassist::display::JavaDocCommentReader;0;319.189; 0.00203751 ; 0.0126634 ; 0.097192 ; 0.03454
org::eclipse::pde::internal::ui::parts::PluginVersionPart;0;138.673; 0.116048 ; 0.0373717 ; 0.378464 ; 0.0596373
org::eclipse::pde::internal::ui::launcher::OSGiBundleBlock;0;147.275; 0.41752 ; 0.0525817 ; 0.436739 ; 0.116808
org::eclipse::pde::internal::core::cheatsheet::comp::CompCSDataObject;0;734.746; 0.0111711 ; 0.0255082 ; 0.216974 ; 0.0520032
org::eclipse::pde::internal::ui::editor::cheatsheet::comp::details::CompCSEnclosingTextDetails;0;150.338; 0.204601 ; 0.0434686 ; 0.421381 ; 0.0641002
org::eclipse::pde::internal::ui::search::FindDeclarationsAction;0;11.828; 0.00717663 ; 0.0298943 ; 0.314543 ; 0.0514655
org::eclipse::pde::internal::ui::editor::product::ProductInputContext;0;794.243; 0.0172083 ; 0.0264773 ; 0.226959 ; 0.0659365
org::eclipse::pde::internal::core::text::build::PropertiesTextChangeListener;0;770.698; 0.0169837 ; 0.0212977 ; 0.210719 ; 0.0395548
org::eclipse::pde::internal::ui::wizards::exports::PluginExportWizardPage;0;173.833; 0.0399586 ; 0.0352337 ; 0.436927 ; 0.0443635
org::eclipse::pde::internal::ui::editor::toc::TocHyperlinkDetector;0;455.719; 0.0140367 ; 0.0297843 ; 0.165512 ; 0.102901
org::eclipse::pde::internal::ui::launcher::TracingBlock;6;115.477; 0.185996 ; 0.0801491 ; 0.429205 ; 0.153375
org::eclipse::pde::internal::core::schema::SchemaAnnotationHandler;0;382.071; 0.00611049 ; 0.0134045 ; 0.112153 ; 0.0319774
org::eclipse::pde::internal::core::feature::FeatureURLElement;0;844.052; 0.00923647 ; 0.0180467 ; 0.213136 ; 0.0314055
org::eclipse::pde::internal::ui::wizards::ctxhelp::RegisterCtxHelpWizard;0;0;0;0;0;0
org::eclipse::pde::internal::core::plugin::PluginElement;2;144.493; 0.115525 ; 0.038522 ; 0.391226 ; 0.0658733
org::eclipse::pde::internal::ui::PDEPluginImages;1;342.777; 0.0745133 ; 0.08304 ; 0.90343 ; 0.127768
org::eclipse::pde::internal::ui::editor::plugin::FragmentGeneralInfoSection;0;190.251; 0.206434 ; 0.0566415 ; 0.521957 ; 0.12471
org::eclipse::pde::internal::ui::tests::macro::BooleanSelectionCommand;0;72.787; 0.010696 ; 0.0194086 ; 0.196003 ; 0.037387
org::eclipse::pde::internal::core::text::bundle::ManifestHeader;0;996.423; 0.0505664 ; 0.0221382 ; 0.256597 ; 0.0325264
org::eclipse::pde::internal::ui::editor::cheatsheet::simple::SimpleCSCommandManager;0;176.682; 0.00132191 ; 0.0100966 ; 0.0617154 ; 0.0339284
org::eclipse::ui::internal::views::log::LogFilesManager;0;259.113; 0.00475443 ; 0.0189386 ; 0.0988548 ; 0.0717567
org::eclipse::pde::internal::core::schema::SchemaCompositor;0;124.862; 0.0357485 ; 0.0239731 ; 0.308898 ; 0.0319584
org::eclipse::pde::internal::ui::editor::product::ConfigurationPage;0;186.113; 0.0193352 ; 0.035641 ; 0.461356 ; 0.0414631
org::eclipse::pde::internal::core::text::cheatsheet::simple::SimpleCSRepeatedSubItem;0;441.258; 0.0169269 ; 0.0185832 ; 0.138856 ; 0.0463837
org::eclipse::pde::internal::ui::refactoring::PDEMoveParticipant;0;845.639; 0.0254403 ; 0.0256181 ; 0.237405 ; 0.0518075
org::eclipse::pde::internal::ui::templates::ide::PopupMenuNewWizard;0;156.044;4.99E+01; 0.00803114 ; 0.0525856 ; 0.0247077
org::eclipse::pde::internal::core::feature::WorkspaceFeatureModel;2;10.912; 0.0111058 ; 0.0229503 ; 0.276409 ; 0.0328408
org::eclipse::pde::internal::core::ant::BaseExportTask;0;588.694; 0.0162336 ; 0.0172815 ; 0.16399 ; 0.033463
org::eclipse::pde::internal::ui::wizards::plugin::FragmentFieldData;0;804.434; 0.00413317 ; 0.0180291 ; 0.205054 ; 0.0343696
org::eclipse::pde::internal::ui::preferences::JavaArgumentsTab;1;109.671; 0.013328 ; 0.029566 ; 0.298623 ; 0.0489967
org::eclipse::pde::internal::core::cheatsheet::comp::CompCSObject;0;734.746; 0.0194567 ; 0.0255082 ; 0.216974 ; 0.0520032
org::eclipse::ui::internal::views::log::LogReader;0;731.355; 0.0742412 ; 0.08507 ; 0.353524 ; 0.217066
org::eclipse::pde::internal::ui::editor::feature::FeatureEditorMatchingStrategy;0;56.766; 0.0492271 ; 0.0152159 ; 0.151782 ; 0.0342409
org::eclipse::pde::ui::launcher::AbstractPDELaunchConfigurationTabGroup;0;145.709; 0.0146003 ; 0.0499614 ; 0.42749 ; 0.100945
org::eclipse::pde::internal::ui::correction::java::UnresolvedImportFixProcessor;0;544.491; 0.132699 ; 0.0260029 ; 0.178602 ; 0.0743785
org::eclipse::pde::internal::ui::templates::rcp::HelloRCPTemplate;0;721.846; 0.0140295 ; 0.0252565 ; 0.213975 ; 0.0510125
org::eclipse::pde::internal::core::schema::IncludedSchemaDescriptor;0;162.007; 0.0202574 ; 0.0337503 ; 0.411045 ; 0.0411819
org::eclipse::pde::internal::ui::wizards::templates::NewExtensionTemplateWizard;0;176.682;5.49E+01; 0.0100966 ; 0.0617154 ; 0.0339284
org::eclipse::pde::internal::ui::util::LocaleUtil;1;0;0;0;0;0
org::eclipse::pde::internal::ui::editor::PDEStorageDocumentProvider;1;430.172; 0.00120741 ; 0.0140827 ; 0.122757 ; 0.0344154
org::eclipse::pde::internal::ui::editor::FormLayoutFactory;0;541.232; 0.0791077 ; 0.0190808 ; 0.160138 ; 0.0409565
org::eclipse::pde::internal::core::text::ctxhelp::CtxHelpCommand;0;117.006; 0.0047838 ; 0.0214698 ; 0.068961 ; 0.0747353
org::eclipse::pde::internal::core::text::cheatsheet::simple::SimpleCSDocumentTextNode;0;311.109; 0.010836 ; 0.0141444 ; 0.100341 ; 0.038692
org::eclipse::pde::internal::core::bundle::WorkspaceBundleFragmentModel;0;177.712;1.17E+01; 0.00961856 ; 0.0609203 ; 0.0309529
org::eclipse::pde::internal::ui::editor::build::BuildUtil;0;598.276; 0.00249539 ; 0.0158814 ; 0.159804 ; 0.0344317
org::eclipse::pde::internal::ui::wizards::plugin::ContentPage;1;214.581; 0.0642518 ; 0.0637418 ; 0.581607 ; 0.133499
org::eclipse::pde::internal::core::site::SiteArchive;0;861.561; 0.00588812 ; 0.0185048 ; 0.218097 ; 0.0315224
org::eclipse::pde::internal::core::FileAdapter;0;108.383; 0.0130349 ; 0.0255975 ; 0.283314 ; 0.0397602
org::eclipse::pde::internal::runtime::registry::RegistryBrowserContentProvider;0;0;0;0;0;0
org::eclipse::pde::internal::runtime::PDERuntimePluginImages;0;0;0;0;0;0
org::eclipse::pde::internal::ui::views::dependencies::CallersListContentProvider;0;318.918; 0.00637149 ; 0.0137916 ; 0.100676 ; 0.0372775
org::eclipse::pde::internal::ui::editor::product::ProductEditor;0;257.875; 0.0554843 ; 0.0573407 ; 0.665477 ; 0.0753838
org::eclipse::pde::internal::ui::editor::cheatsheet::comp::details::CompCSConclusionTextListener;0;749.997; 0.0186025 ; 0.0249391 ; 0.218402 ; 0.0482189
org::eclipse::pde::internal::ui::templates::ide::BaseEditorTemplate;0;315.995; 0.00193225 ; 0.0128029 ; 0.0981234 ; 0.0309004
org::eclipse::pde::internal::core::text::plugin::PluginObjectNode;0;183.841; 0.118152 ; 0.0629858 ; 0.533019 ; 0.133062
org::eclipse::pde::internal::core::target::AdditionalDirectory;0;470.143; 0.00253436 ; 0.0140134 ; 0.130576 ; 0.0313757
org::eclipse::pde::ui::templates::OptionTemplateSection;0;100.676; 0.0132674 ; 0.0216434 ; 0.255266 ; 0.0353943
org::eclipse::pde::internal::core::util::PDETextHelper;0;950.502; 0.153059 ; 0.0295029 ; 0.271362 ; 0.0517031
org::eclipse::pde::internal::ui::templates::ide::SplashHandlersTemplate;0;643.978; 0.0509811 ; 0.0234888 ; 0.193447 ; 0.0497552
org::eclipse::pde::internal::ui::editor::toc::TocFormOutlinePage;0;370.646; 0.0105719 ; 0.0165762 ; 0.118772 ; 0.0446829
org::eclipse::pde::internal::ui::editor::ctxhelp::details::CtxHelpRemoveAction;0;0;0;0;0;0
org::eclipse::pde::internal::ui::templates::ide::MultiPageEditorNewWizard;0;156.044;8.31E+01; 0.00803114 ; 0.0525856 ; 0.0247077
org::eclipse::pde::internal::runtime::registry::PluginAdapter;0;0;0;0;0;0
org::eclipse::pde::internal::ui::editor::actions::ActionMenu;0;176.682;2.74E+01; 0.0100966 ; 0.0617154 ; 0.0339284
org::eclipse::pde::internal::core::text::plugin::XMLTextChangeListener;0;131.185; 0.0783298 ; 0.0364959 ; 0.362249 ; 0.0566518
org::eclipse::pde::internal::ui::compare::PluginContentMergeViewer;0;370.646; 0.00243002 ; 0.0165762 ; 0.118772 ; 0.0446829
org::eclipse::pde::internal::ui::editor::plugin::MatchSection;0;177.108; 0.0719932 ; 0.0363678 ; 0.44627 ; 0.0471804
org::eclipse::pde::internal::ui::editor::JarEntryFile;0;896.317; 0.00662557 ; 0.0193884 ; 0.226889 ; 0.034476
org::eclipse::pde::internal::core::JavaElementChangeListener;0;131.509; 0.0207257 ; 0.0302388 ; 0.342488 ; 0.0415576
org::eclipse::pde::ui::launcher::AbstractLaunchShortcut;0;457.971; 0.0265213 ; 0.0178985 ; 0.139678 ; 0.0447211
org::eclipse::pde::internal::runtime::spy::handlers::SpyHandler;0;441.398; 0.00769759 ; 0.0288568 ; 0.161044 ; 0.101736
org::eclipse::pde::internal::ui::editor::cheatsheet::comp::CompCSPage;0;116.432; 0.0370385 ; 0.0355701 ; 0.331159 ; 0.0592109
org::eclipse::pde::internal::ui::templates::osgi::HelloOSGiServiceNewWizard;0;156.044; 0.00116395 ; 0.00803114 ; 0.0525856 ; 0.0247077
org::eclipse::pde::internal::ui::wizards::exports::ProductDestinationGroup;1;443.166; 0.0336631 ; 0.0140646 ; 0.125048 ; 0.0342961
org::eclipse::pde::internal::ui::search::FindReferencesAction;0;143.549; 0.015804 ; 0.0362026 ; 0.381548 ; 0.0620639
org::eclipse::pde::internal::ui::wizards::exports::FeatureExportWizard;2;164.773; 0.0605071 ; 0.0462515 ; 0.442735 ; 0.106144
org::eclipse::pde::internal::ui::elements::ElementLabelProvider;0;641.569; 0.0033242 ; 0.0163241 ; 0.169334 ; 0.0343568
org::eclipse::pde::internal::core::util::PDEXMLHelper;0;674.569; 0.0221565 ; 0.0244919 ; 0.202465 ; 0.0506472
org::eclipse::pde::internal::ui::editor::ModelDataTransfer;0;747.927; 0.00449419 ; 0.0178894 ; 0.194515 ; 0.0345277
org::eclipse::pde::internal::core::ModelProviderEvent;0;642.599; 0.00439841 ; 0.0158461 ; 0.168539 ; 0.0313813
org::eclipse::pde::internal::ui::properties::CompilersPropertyPage;0;152.441; 0.120521 ; 0.0741358 ; 0.474406 ; 0.191705
org::eclipse::pde::internal::ui::launcher::RunWorkbenchAction;0;738.607; 0.00305409 ; 0.0185547 ; 0.195233 ; 0.0352467
org::eclipse::pde::internal::ui::preferences::EditorPreferencePage;1;138.243; 0.208582 ; 0.0284788 ; 0.347748 ; 0.0409902
org::eclipse::pde::internal::core::build::BuildModel;0;850.394; 0.0110983 ; 0.021538 ; 0.225042 ; 0.0419609
org::eclipse::pde::internal::ui::views::dependencies::CalleesContentProvider;0;694.439; 0.0436568 ; 0.0236384 ; 0.203728 ; 0.0467882
org::eclipse::pde::internal::ui::editor::schema::SchemaPreviewLauncher;0;322.666; 0.009322 ; 0.0142055 ; 0.1026 ; 0.0385521
org::eclipse::pde::internal::ui::tests::macro::MacroPlugin;0;468.802; 0.00754102 ; 0.0163329 ; 0.13759 ; 0.0373153
org::eclipse::pde::internal::ui::editor::contentassist::TypeContentProposal;0;176.682;3.74E+01; 0.0100966 ; 0.0617154 ; 0.0339284
org::eclipse::pde::internal::ui::correction::RemoveExportPackageResolution;0;318.664; 0.00246479 ; 0.0122967 ; 0.0957854 ; 0.0341758
org::eclipse::pde::internal::ui::correction::RemoveBuildEntryResolution;0;318.664; 0.00254719 ; 0.0122967 ; 0.0957854 ; 0.0341758
org::eclipse::pde::internal::ui::editor::product::BrandingPage;0;196.689; 0.0412643 ; 0.0394019 ; 0.493295 ; 0.0471602
org::eclipse::pde::internal::ui::editor::plugin::ManifestOutlinePage;0;122.006; 0.0154827 ; 0.0233267 ; 0.300266 ; 0.0345879
org::eclipse::pde::internal::ui::parts::ComboPart;1;182.442; 0.0269151 ; 0.0420687 ; 0.474248 ; 0.0612386
org::eclipse::pde::ui::templates::RadioChoiceOption;0;398.647; 0.00718052 ; 0.013313 ; 0.114134 ; 0.0341759
org::eclipse::pde::internal::core::PDEClasspathContainer;0;195.417; 0.0992967 ; 0.051806 ; 0.521461 ; 0.102926
org::eclipse::pde::internal::ui::launcher::LaunchArgumentsHelper;5;225.021; 0.148818 ; 0.0665303 ; 0.623315 ; 0.115857
org::eclipse::pde::internal::ui::wizards::imports::PluginImportWizard;1;172.611; 0.103528 ; 0.0407386 ; 0.450399 ; 0.0662453
org::eclipse::pde::internal::core::product::ProductPlugin;3;113.834; 0.0120414 ; 0.0261054 ; 0.294949 ; 0.0397964
org::eclipse::pde::internal::ui::compare::PluginStructureCreator;0;520.137; 0.0101639 ; 0.0319316 ; 0.18445 ; 0.106445
org::eclipse::pde::internal::ui::editor::ctxhelp::details::CtxHelpTopicDetails;0;0;0;0;0;0
org::eclipse::pde::internal::ui::wizards::plugin::NewLibraryPluginCreationPage;3;255.219; 0.255267 ; 0.116361 ; 0.784625 ; 0.275399
org::eclipse::pde::internal::core::PluginModelManager;3;336.659; 0.373898 ; 0.115257 ; 0.958309 ; 0.222775
org::eclipse::pde::internal::ui::correction::RemoveSeperatorBuildEntryResolution;0;318.664; 0.00254719 ; 0.0122967 ; 0.0957854 ; 0.0341758
org::eclipse::pde::internal::ui::nls::ExternalizeStringsWizardPage;0;170.216; 0.147613 ; 0.0396755 ; 0.445294 ; 0.0554328
org::eclipse::pde::internal::ui::editor::product::ProductInfoSection;2;294.386; 0.205533 ; 0.0772426 ; 0.787112 ; 0.142391
org::eclipse::pde::internal::core::schema::SchemaType;0;76.507; 0.00564825 ; 0.0206492 ; 0.206349 ; 0.0419545
org::eclipse::pde::internal::ui::PixelConverter;0;0;0;0;0;0
